ObjectID,Exhibitions
21057, 2069
21057, 432
21057, 366
21065,2069
88800,3171
21112,2219
21112, 2071
21125,2506
21135,3061
21139,13
21139, 840
21139, 192
21139, 2115
21139, 2691
21177,2003
21177, 2507
21186,3310
21190,1954
21191,1956
21194,2173
21194, 3193
21196,358
21199,28
21200,2069
21207,316
21207, 2894
21207, 3390
21214,2054
21214, 2513
21214, 2704
21252,489
21252, 195
21252, 2069
21254,945
21258,3564
21270,2687
21270, 2759
88788,3334
21286,13
21286, 1994
21286, 2530
21286, 2672
21286, 2744
21286, 2985
21290,2066
21305,2513
21315,270
21315, 2054
21315, 2513
21315, 2704
21326,2514
76514,2002
21331,1962
21331, 442
21331, 2113
21331, 2159
21331, 2567
21331, 2749
21331, 13
21331, 316
21331, 2297
21331, 3191
21331, 3300
21331, 3607
21334,432
21334, 2069
21334, 404
21334, 2708
21338,1994
21338, 2617
21359,148
21359, 2054
21359, 358
21359, 2513
21359, 2704
21386,484
21421,1957
21421, 246
21423,69
21423, 956
21423, 563
21423, 3423
21427,1994
21427, 2270
21427, 2271
21427, 2755
21430,2167
21484,2321
88774,3231
21511,2079
21516,2759
21516, 2827
21516, 3334
21519,2827
21519, 3171
21538,2097
21538, 3611
21544,69
21544, 956
21544, 563
21544, 796
21547,2434
21547, 2674
21547, 3300
21555,2089
21555, 2541
21555, 2637
21555, 2896
21555, 3673
21564,2604
21564, 2829
21568,956
21571,244
21571, 3300
21571, 3427
21584,358
21584, 246
21584, 2752
21600,1994
21602,170
21603,2513
21618,2406
21618, 2747
21629,2069
21629, 484
21629, 2987
21632,2237
21638,2160
21639,2069
21642,2237
21652,2113
21652, 2159
21652, 2302
21652, 2303
21652, 170
21652, 316
21652, 3070
21652, 3300
21654,956
21654, 3423
21661,1994
21666,3427
21669,3693
21684,34
21684, 1976
21684, 2526
21684, 170
21684, 2847
21684, 3137
21684, 3205
21698,2172
21703,358
21703, 2699
21705,1993
21705, 187
21705, 2069
21705, 190
21710,2834
21719,454
21719, 2967
21724,2064
21724, 3310
21724, 3581
21727,2054
21727, 358
21727, 2513
21727, 2704
21758,2816
21763,2354
82285,2761
21776,2900
21788,209
21788, 709
21788, 548
21789,945
21790,1957
21790, 2064
21790, 246
21790, 2752
21790, 2816
21812,2513
21821,2165
21821, 2167
21821, 2862
21825,365
21841,2062
21841, 2689
21841, 3423
21844,2507
21888,2513
21897,244
21899,2506
21903,2069
21903, 1956
21903, 2902
21906,2069
21913,2513
21918,2160
21918, 2161
21918, 2167
21927,1954
21927, 2227
21927, 2513
21962,2883
21977,10
21977, 1954
21977, 2227
21977, 2513
21979,2513
21979, 246
21979, 2691
21979, 2752
22002,275
22005,2513
22006,2054
22006, 358
22006, 2513
22006, 2704
22026,753
22038,2507
22038, 721
22039,320
22039, 321
22039, 503
22053,2071
22055,2299
22055, 107
22055, 826
22063,34
22070,680
22070, 246
22070, 2752
22083,1956
22083, 442
22083, 631
22083, 2399
22085,1955
22085, 366
22085, 2749
22103,1954
22103, 2121
22120,270
22120, 2066
22120, 2410
22135,2834
22135, 2160
22135, 2393
22135, 2463
22135, 2464
22135, 2499
22135, 2546
22135, 13
22135, 2864
22135, 2984
22135, 3029
22135, 3158
22135, 3300
22149,296
22149, 338
22149, 2069
22149, 404
22149, 655
22149, 366
22149, 3628
22151,1954
22151, 2227
22172,1994
22172, 1954
22172, 2513
22194,2069
22195,1958
22212,2726
22265,2513
22267,2513
22276,1954
22276, 2054
22276, 2227
22276, 2513
22276, 2704
22278,438
22278, 637
22278, 2069
22278, 2072
22278, 432
22284,2115
22284, 2339
22284, 2691
22284, 2817
22289,386
22305,2748
22307,34
22307, 320
22313,948
22313, 316
22320,2528
22331,2069
22331, 637
22331, 438
22331, 2429
22331, 2431
22331, 2438
22331, 432
22332,358
22332, 2513
22333,34
22333, 631
22333, 2531
22335,34
22335, 2952
22339,404
22339, 432
22339, 813
22345,1954
22345, 1994
22345, 2227
22345, 449
22345, 453
22345, 2513
22354,2069
22392,2189
22392, 2237
22392, 2914
22399,555
22415,2987
22421,3193
22430,34
22450,358
22450, 246
22450, 2752
22452,2069
22454,2069
22454, 3500
22462,2280
22472,2709
22472, 2071
22503,2381
22506,2115
22506, 2289
22517,2689
22517, 316
22545,358
22546,3603
22549,34
22561,3156
22565,2517
22567,3009
22580,2071
22581,2159
22581, 2674
22581, 2670
22587,34
22590,484
22598,2507
22598, 2237
22601,2194
22601, 2237
22603,2513
22630,2339
22640,34
22640, 13
22652,6
22652, 2045
22652, 2113
22652, 2159
22652, 442
22652, 2358
22652, 631
22652, 2379
22652, 366
22652, 2749
22652, 13
22652, 316
22652, 814
22652, 3020
22652, 3300
22655,2759
22655, 3334
22680,2514
22682,2115
22682, 717
22682, 358
22694,2069
22695,1994
22695, 2677
22716,2172
22716, 108
22720,2177
22721,302
22738,6
22738, 2060
22738, 2159
22738, 442
22738, 2295
22738, 3300
22754,1954
22754, 2227
22754, 2159
22754, 3043
22767,525
22767, 2204
22767, 3300
22769,2064
22773,2113
22773, 2477
22773, 2478
22773, 2632
22773, 170
22775,2513
22776,74
22776, 3225
22783,2514
22783, 3172
22797,2513
22808,13
22830,655
22830, 296
22830, 2069
22830, 404
22830, 3148
22836,2568
22836, 2682
22836, 3068
22855,1954
22855, 2227
22855, 2513
22860,2551
22861,386
22867,974
22867, 6
22867, 2076
22867, 2159
22867, 442
22867, 2427
22867, 2297
22867, 2926
22867, 2950
22867, 3106
22867, 2259
22867, 3118
22877,2167
22888,320
22888, 13
22888, 3338
22888, 3673
22901,3390
22922,2113
22922, 2159
22922, 2304
22922, 2305
22922, 602
22922, 2306
22922, 2598
22932,2054
22932, 2513
22932, 2704
22942,2071
22949,2069
22958,1994
22964,2054
22964, 2513
22964, 2704
22964, 3300
22976,850
22982,2069
23040,581
23040, 2069
23040, 195
23040, 404
23040, 432
23053,721
23059,2242
23059, 2387
23064,2938
23075,2816
23112,3147
23112, 3191
23140,2071
23151,335
23152,2513
23155,2054
23155, 2513
23155, 2704
23169,2176
23176,2513
23193,484
23195,1954
23195, 2227
23217,344
23217, 2069
23217, 438
23217, 1993
23217, 637
23217, 190
23217, 631
23217, 432
23222,34
23222, 945
23227,2165
23227, 2167
23227, 2164
23250,2054
23250, 2513
23250, 2704
23250, 3300
23252,2054
23252, 2513
23252, 2704
23258,3240
23266,1994
23287,246
23287, 2752
23291,215
23291, 961
23291, 2064
23298,2883
23298, 3427
23307,631
23311,945
23346,3193
23356,1994
23390,1954
23390, 2227
23390, 2513
23403,415
23409,945
23412,454
23423,945
23432,1994
23436,890
23436, 454
23441,1994
23441, 2513
23462,1994
23462, 97
23462, 3490
23510,2069
23519,1994
23519, 2252
23519, 2253
23519, 335
23519, 3079
23524,316
23524, 867
23524, 868
23524, 664
23524, 2317
23524, 215
23542,945
23542, 2642
23545,232
23563,366
23563, 1955
23563, 760
23563, 2749
23563, 13
23569,3225
23582,3191
23597,2113
23597, 2159
23597, 2481
23597, 2749
23597, 3300
23603,3334
23603, 3300
23607,2411
23610,2422
23618,358
23619,292
23632,2167
23641,148
23641, 2054
23641, 358
23641, 2513
23641, 2704
23645,2071
23655,2064
23655, 956
23655, 2104
23655, 2506
23655, 2513
23655, 2628
23655, 3073
23680,309
23687,563
23691,2951
23696,2609
23696, 2718
23699,1954
23699, 2513
23722,664
23727,2674
23727, 2747
23758,631
23760,358
23760, 2699
23764,1954
23764, 2227
23798,358
23798, 2289
23798, 2699
23801,358
23801, 2609
23806,1987
23809,1994
23814,2940
23848,956
23851,2200
23851, 170
23856,2345
23872,2237
23872, 2121
23879,69
23879, 3423
23913,10
23913, 2507
23944,2069
23944, 3191
23947,2069
23952,1998
23952, 2202
23952, 335
23952, 2672
23952, 13
23952, 3019
23952, 2235
23952, 3525
23954,956
23964,1954
23964, 2054
23964, 2227
23964, 2513
23964, 2704
23964, 796
23970,1956
23970, 631
23972,2507
23974,170
23987,2054
23987, 358
23987, 2513
23987, 2704
23988,1979
24004,195
24004, 2069
24009,2064
24014,2513
24023,2513
24043,2237
24053,69
24072,2354
24100,2260
24100, 2261
24100, 2744
24123,2641
24123, 2071
24128,326
24128, 2178
24128, 2159
24128, 2674
24129,503
24135,581
24135, 2069
24135, 441
24135, 404
24137,2069
24143,2069
24149,1956
24149, 631
24158,1957
24158, 246
24158, 2012
24158, 2752
24158, 3612
24165,2691
85648,3171
24205,2513
24206,3310
24210,190
24210, 2069
24210, 1993
24230,2159
24230, 2260
24230, 2261
24230, 2744
24230, 2835
24234,2069
24260,2513
24285,1954
24292,683
24292, 2069
24292, 484
24292, 3500
24293,10
24297,358
24299,1954
24299, 69
24299, 956
24299, 358
24299, 2227
24299, 2513
24314,3137
24332,2054
24332, 2513
24332, 2704
24336,13
24336, 215
24336, 335
24336, 2289
24342,13
24343,13
24343, 1994
24343, 2159
24343, 2674
24343, 2744
24343, 3191
24344,275
24369,3164
24375,2219
24375, 2071
24425,2513
24426,296
24426, 338
24426, 655
24426, 2069
24426, 366
24446,2069
24460,244
24467,2159
24467, 2616
24467, 3607
24477,1956
24477, 2069
24478,2194
24480,2173
24484,3393
24511,945
24521,13
24521, 961
24521, 2339
24521, 2289
24521, 3089
24521, 3310
24532,320
24549,2172
24563,581
24563, 2069
24606,581
24606, 2069
24607,429
24607, 2703
24607, 3271
24621,2092
24624,1956
24626,358
24626, 2513
24626, 796
24630,454
24631,945
24647,69
24647, 956
24647, 563
24647, 662
24647, 3103
24647, 3104
24654,2180
24672,872
24672, 484
24672, 2069
24674,956
24674, 2756
24675,1954
24675, 2054
24675, 2227
24675, 2513
24675, 2704
24683,2614
24683, 2175
24690,2551
24690, 2654
24690, 3012
84829,3334
24712,2172
24712, 2200
24723,454
24737,1994
24737, 2513
24741,2027
24741, 611
24741, 2069
24753,34
24753, 2159
24753, 316
24760,442
24760, 2045
24760, 2113
24760, 2159
24760, 631
24760, 366
24760, 2749
24760, 2371
24760, 2379
24760, 3191
24760, 3640
24761,2514
24770,3564
24785,2227
24785, 2513
24789,1954
24789, 2054
24789, 2227
24789, 2513
24789, 2704
24793,2069
24820,2513
24865,945
24868,2173
24868, 2945
24878,244
24883,2159
24887,13
24895,2069
24904,2164
24905,602
24905, 2069
24905, 404
24905, 432
24908,2054
24908, 2513
24908, 2704
24916,215
24916, 961
24918,2172
24918, 2672
24918, 2345
24920,386
24938,13
24938, 2507
24952,2071
24956,2514
24967,2069
24987,1956
24987, 2069
24987, 631
24987, 404
84329,3171
24998,358
25018,2517
25023,358
25023, 2513
25023, 2540
25023, 2651
25040,859
25044,559
25044, 2195
25044, 2718
25045,358
25050,3089
25055,471
25066,69
25066, 563
25069,3556
25072,13
25072, 889
25072, 896
25072, 358
25072, 215
25078,2211
25078, 2212
25092,3381
25101,1994
25104,808
25131,275
25138,13
25146,1994
25146, 2054
25146, 956
25146, 2513
25146, 2704
25156,2165
25163,1956
25163, 631
25163, 335
25163, 2196
25163, 2159
25163, 2311
25163, 13
25172,956
25172, 2689
25174,3300
25190,467
25190, 379
25190, 2115
25190, 2691
25196,2600
25247,2275
25247, 2507
25265,2066
25287,366
25287, 631
25287, 2749
25287, 3300
25290,2507
25301,1994
25311,2381
25318,2513
25322,454
25322, 275
25330,2470
25349,74
25349, 87
25388,69
25388, 2726
25403,69
25406,3012
25415,631
25422,2161
25422, 2167
25422, 2164
25423,3023
25428,1958
25433,34
25440,1966
25440, 2054
25440, 2513
25440, 2602
25440, 2704
25440, 3034
25440, 3300
25464,74
25464, 3225
25466,3172
25472,244
25482,2587
25490,1956
25532,190
25532, 2069
25532, 1993
25532, 3148
25532, 3628
25543,2071
84223,3171
25558,2299
25563,2834
25591,2381
25610,2513
25618,2748
25623,1994
25623, 215
25623, 170
25636,2884
25640,34
25642,3300
25647,1956
25647, 2069
25647, 631
25647, 872
25647, 2186
25661,2064
25661, 386
25661, 2052
25661, 3310
25675,2514
25676,13
25676, 2064
25676, 2564
25676, 2628
25676, 3046
25676, 3132
25682,74
25682, 1994
25682, 2899
25710,2177
25711,3300
25713,1994
25713, 2506
25734,215
25737,2159
25737, 532
25737, 3300
25740,2054
25740, 2513
25740, 2704
25746,2069
25746, 404
25746, 432
84215,2071
84216,2071
25775,3193
25777,2513
25794,581
25794, 2069
25816,2172
25817,2089
25817, 2237
25828,69
25828, 563
25828, 3423
25829,215
25829, 961
25829, 2064
25831,2237
25842,2689
25852,2242
25852, 2335
25852, 2840
25856,507
25856, 2480
25856, 2481
25856, 3300
25867,1994
25867, 454
25878,2069
25878, 404
25886,187
25886, 2069
25886, 2152
25894,1958
25894, 955
25907,1956
25928,563
25933,309
25933, 2513
25933, 2237
25946,2507
25959,365
25974,1957
25974, 358
25974, 246
25974, 2752
25978,358
25978, 2525
25979,3147
25992,2156
25998,2069
26002,796
26002, 3310
26007,2675
26028,1994
26033,2194
26049,941
26049, 2507
26049, 2237
26058,316
26058, 2054
26058, 2513
26058, 2547
26058, 2704
26061,2514
26063,13
26070,563
26079,2069
26079, 484
26079, 404
26079, 432
26093,581
26093, 2069
26096,902
26096, 3246
26101,2691
26104,948
26104, 2601
26104, 2613
26104, 2635
26104, 2672
26104, 13
26104, 2444
26104, 3673
26109,1954
26109, 2227
26109, 2513
26111,3100
26123,1994
26123, 74
26123, 2603
26135,3222
26137,1994
26157,3034
26165,2689
26165, 2869
26177,602
26177, 2069
26177, 2152
26177, 432
26207,13
26215,2064
26216,2345
26231,3054
26233,2054
26233, 2513
26233, 2704
26234,1954
26234, 87
26234, 2289
26234, 2829
26234, 111
26234, 47
26234, 73
26234, 101
26234, 2410
26244,246
26244, 2752
26246,1957
26248,2159
26248, 3070
26248, 3607
26258,2069
26295,945
26314,2114
26320,2167
26323,2418
26330,1994
26335,2089
26351,379
26351, 380
26351, 381
26351, 382
26351, 796
26351, 680
26351, 956
26351, 13
26351, 316
26362,1994
26362, 2513
26370,1957
26370, 2064
26370, 2339
26370, 2725
26380,2381
26389,2513
26390,69
26390, 3393
26390, 3423
26392,2237
26395,2689
26405,956
26415,2064
26419,13
26419, 894
26419, 963
26419, 3025
26425,338
26425, 2069
26425, 3148
26425, 3628
26431,2054
26431, 358
26431, 2513
26431, 2704
26440,948
26441,2052
26441, 386
26441, 211
26453,906
26454,2706
26454, 3300
36417,3300
26467,2064
26468,123
26478,2444
26478, 3272
26495,2069
26502,963
26514,74
26514, 2122
26514, 2674
26514, 170
26514, 13
26514, 3673
26514, 3735
26538,2816
26542,1954
26542, 2227
26542, 2513
26550,324
26550, 2065
26550, 753
26550, 942
26562,215
26563,2054
26563, 2513
26563, 2704
26585,2507
26585, 3236
26588,309
26588, 2513
26592,2189
26592, 2237
26593,2470
26604,821
26639,2069
26640,3172
26649,3135
26652,358
26658,316
26685,2755
26738,563
26751,2069
26751, 404
26768,429
26768, 2703
26771,1958
26771, 2752
26790,2071
26799,358
26799, 246
26799, 2752
26801,2161
26812,170
26826,2360
26826, 3193
26826, 3240
26828,3172
26837,1994
26837, 2513
26842,2952
26847,358
26856,2003
26856, 3696
26861,1977
26861, 889
26861, 721
26864,581
26864, 2069
26866,631
26866, 2545
26866, 2874
26866, 3300
26869,3144
26869, 2071
26901,1957
26901, 2527
26908,2755
26911,1956
26911, 631
26911, 2069
26923,2002
26934,432
26934, 2069
26949,945
26950,948
26954,3300
26987,2816
26992,2513
26999,2115
27019,2513
27019, 3193
27029,2609
27029, 2718
27039,2946
27063,2069
27070,358
27087,2621
27087, 2636
27087, 2289
27095,244
27099,2747
27121,2054
27121, 2513
27121, 2704
27152,1958
27152, 955
27152, 246
27152, 2752
27152, 3061
27156,404
27156, 432
27156, 813
27195,1958
27195, 955
27210,1994
27210, 948
27210, 170
27211,320
27211, 3338
27211, 392
27211, 548
27214,1958
27230,728
27230, 1993
27230, 438
27230, 2069
27230, 637
27230, 760
27230, 190
27230, 404
27230, 432
27232,2172
27239,358
27239, 2610
27239, 2289
27239, 2699
27241,2089
27243,2071
27243, 3456
27251,631
27261,2748
27263,358
27263, 2699
27275,1955
27275, 2749
27277,2755
27282,34
27282, 13
27282, 1994
27282, 97
27282, 3137
27283,246
27283, 2752
27292,2164
27325,796
27329,3514
27341,1994
27341, 2744
27392,2054
27392, 2513
27392, 2704
27408,3107
27412,1956
27412, 2069
27414,581
27414, 2069
27471,15
27471, 3137
27471, 3258
27471, 3403
27482,3300
27490,717
27507,10
27519,306
27519, 316
27519, 2951
27524,2514
27541,1954
27541, 2227
27541, 2513
27563,2513
27564,2113
27564, 2159
27564, 2749
27564, 316
27564, 3300
27564, 3607
27587,1957
27590,1994
27606,3037
27607,34
24936,3360
27619,215
27636,1954
27636, 2227
27643,2111
27644,2069
27644, 404
27644, 432
27645,2373
27654,1957
27654, 2122
27654, 2289
27654, 87
27654, 2444
27655,386
27655, 3663
27666,316
27666, 3300
27672,296
27672, 919
27672, 2069
27672, 404
27672, 3148
27672, 3628
27675,442
27675, 2113
27675, 2159
27675, 2531
27675, 2749
27675, 13
27675, 2906
27675, 2297
27684,244
27686,872
27686, 2069
27721,2054
27721, 2513
27721, 2704
27735,945
27755,2513
27755, 2237
27757,2069
27766,2574
27766, 721
27782,34
27782, 13
27782, 1994
27782, 2178
27782, 2744
27782, 2969
27782, 2166
27801,2991
27802,945
27807,2164
27812,2237
27812, 2838
27821,2747
27828,2172
27831,2176
27838,2200
27839,2178
27839, 2606
27839, 170
27839, 3324
27845,2289
27845, 2339
27845, 2915
27845, 3089
27879,358
27879, 246
27879, 2752
27899,454
27924,581
27924, 195
27924, 2069
27924, 404
27938,2128
27938, 2829
27940,945
27942,2260
27951,1954
27951, 358
27951, 2227
27951, 3363
27951, 2513
27951, 2939
27951, 3055
27951, 3673
27974,1994
27974, 69
27974, 956
27974, 3423
27977,1957
27982,2069
27988,2113
27988, 2159
27988, 2749
27988, 316
27988, 3300
27992,2381
27992, 2687
28007,1956
28007, 3300
28027,2514
28031,1956
28031, 2069
28031, 631
28031, 872
28031, 484
28031, 3300
28044,2156
28044, 2161
28054,1954
28054, 358
28054, 2227
28054, 2513
28059,1954
28059, 2227
28059, 2513
28061,2755
28068,1956
28068, 631
28073,358
28077,335
28081,2071
28086,275
28117,2513
28120,956
28127,2071
28127, 3334
28135,3424
28144,2313
28144, 2748
28156,1994
28156, 2513
28157,2289
28158,2089
28158, 2237
28158, 3074
28171,453
28176,2513
28178,454
28180,2672
28184,3147
28206,2069
28213,1956
28213, 631
28214,2514
28214, 3172
28215,2054
28215, 2513
28215, 2704
28215, 3240
28226,631
28227,2069
28230,142
28230, 189
28230, 948
28230, 2187
28230, 2869
28235,721
28247,358
28254,1956
28254, 631
28254, 2201
28272,2225
28277,246
28277, 2752
28302,1994
28302, 2193
28312,1994
28312, 2669
28312, 2444
28313,2069
28316,631
28325,3300
28330,2507
28352,3193
28355,244
28355, 275
28360,2513
28366,495
28367,581
28367, 2069
28374,1993
28374, 2069
28374, 190
28374, 2706
28374, 3391
28389,195
28389, 2069
28393,1956
28393, 631
28393, 108
28393, 2531
28399,1956
28399, 2197
28411,305
28411, 2991
28411, 3171
28412,1954
28412, 2054
28412, 2227
28412, 2513
28412, 2704
28432,195
28432, 581
28432, 2069
28440,91
28464,2748
28469,170
28471,34
28478,945
28513,313
28513, 13
28513, 2053
28513, 316
28513, 2901
28513, 3563
28523,3012
28525,2176
28539,2178
28543,358
28546,2850
28559,3564
28569,602
28569, 2674
28569, 3300
28581,2054
28581, 2513
28581, 2704
28582,2062
28582, 3423
28583,2514
28606,170
28611,1956
28611, 631
28613,1956
28622,3334
28624,244
28624, 2514
28650,2689
28650, 956
28650, 3300
28654,3172
28654, 3673
28657,74
28657, 1994
28657, 2747
28665,555
28665, 2557
28665, 2856
28679,2514
28688,1957
28688, 246
28688, 2752
28705,2054
28705, 2513
28705, 2704
28720,2062
28720, 2689
28720, 2819
28720, 3300
28720, 3423
28724,2079
28727,34
28727, 69
28727, 2907
28727, 3586
28734,1958
28734, 962
28734, 955
28737,2071
28748,631
28761,2071
28800,79
28800, 2448
28813,1954
28813, 2227
28826,429
28826, 2964
28837,2513
28840,1956
28840, 335
28840, 2199
28840, 631
28841,2507
28845,956
28849,2089
28855,2829
2233,1956
28885,2054
28885, 2513
28885, 2704
28889,567
28889, 1981
28889, 2834
28889, 2499
28889, 2583
28889, 13
28889, 2960
28889, 2975
28889, 3158
28889, 3256
28890,358
28894,1994
28898,2064
28899,209
28901,2064
28917,2167
28920,76
28923,728
28923, 2069
28923, 760
28923, 404
28923, 432
28940,1954
28940, 2054
28940, 2227
28940, 2507
28940, 2513
28940, 2704
28956,2506
28957,2513
28971,292
28991,358
28991, 2609
28991, 170
28995,2517
29007,170
29017,1994
29026,2289
29026, 2109
29026, 3089
29026, 3490
29041,2507
29041, 2237
29044,2069
29046,1957
29046, 358
29046, 246
29046, 2752
29059,631
29065,3089
29076,2744
29078,116
29078, 3048
29078, 3684
29094,270
29094, 358
29094, 2513
29096,796
29098,2513
29117,2924
29121,3147
29123,3061
29142,945
29146,2351
29146, 2748
29146, 3300
29148,2107
29148, 2513
29156,2069
29163,2071
29200,13
29205,2064
29205, 2178
29209,108
29217,2914
29234,2513
29249,2380
29249, 2382
29253,625
29258,2114
29267,2514
29267, 3172
29282,244
29298,454
29303,358
29311,2002
29313,296
29313, 338
29313, 2069
29313, 760
29313, 3628
29329,956
29336,2709
29336, 2071
29347,1993
29347, 602
29347, 2069
29347, 190
29347, 404
29347, 432
29372,2054
29372, 2513
29372, 2704
29388,2335
29388, 3057
29389,3300
29392,631
29403,2514
29408,229
29408, 637
29408, 2069
29408, 484
29408, 432
29408, 2830
29411,3580
29424,680
29425,631
29438,2174
29449,3556
29457,3198
29457, 3366
29457, 3319
29470,2071
29490,34
29490, 1956
29490, 631
29492,358
29497,2513
29497, 2237
29498,956
29498, 2406
29511,2834
29534,2069
29540,2174
29546,2062
29546, 2543
29546, 2689
29546, 3300
29546, 3423
29555,893
29555, 2028
29555, 2064
29555, 2115
29555, 2229
29555, 13
29555, 2691
29555, 2858
29555, 2859
29555, 3310
29580,2154
29585,1956
29585, 631
29585, 2283
29585, 484
29585, 13
29585, 316
29585, 3300
29589,2071
29605,2507
29630,1957
29630, 246
29630, 2752
29648,2513
29648, 405
29648, 2888
29666,1983
29666, 2071
29686,338
29686, 2069
29692,2069
29695,2069
29695, 3148
29695, 3628
29697,1994
29697, 2513
29702,2726
29705,945
29706,2176
29710,2345
29714,2115
29736,2064
29743,1979
29747,902
29752,2176
29762,380
29762, 386
29762, 3504
29782,796
29801,2174
29810,2054
29810, 2513
29810, 2704
29814,1994
29818,296
29818, 338
29818, 2069
29818, 366
29823,3191
29832,2054
29832, 358
29832, 2227
29832, 3363
29832, 2513
29832, 2704
29848,961
29848, 2064
29848, 405
29848, 215
29849,1994
29851,2177
29851, 97
29851, 2121
29857,717
29857, 2115
29857, 2699
29870,1994
29870, 2054
29870, 2513
29870, 2704
29876,548
29903,2071
29908,945
29922,2513
29923,2071
29924,2165
29924, 2898
29930,2507
29938,246
29938, 2752
29964,2079
29964, 170
29964, 13
29970,631
29977,2514
30004,2177
30004, 2121
30010,3193
30021,2513
30032,2054
30032, 2513
30032, 2704
30059,69
30059, 563
30062,3564
30076,945
30108,316
30108, 2117
30116,1956
30126,2071
30127,405
30135,1957
30135, 453
30136,941
30136, 2507
30143,2062
30143, 275
30144,2071
30148,187
30148, 2069
30148, 2152
30151,2669
30151, 97
30151, 2744
30180,2227
30180, 1954
30186,2115
30203,2335
30203, 2896
30212,2507
30221,2064
30221, 3089
30221, 3310
30234,2176
30236,34
30236, 1986
30236, 2673
30264,631
30268,1978
30282,2159
30282, 2749
30282, 3300
30289,2672
30289, 3334
30290,15
30290, 97
30290, 3258
30316,34
30333,1956
30333, 2159
30333, 631
30333, 484
30333, 170
30333, 2974
30333, 3061
30339,945
30351,313
30351, 314
30353,1955
30353, 631
30353, 366
30353, 2749
30353, 2987
30353, 3300
30360,195
30360, 581
30360, 2069
30364,2054
30364, 2513
30364, 2704
30379,2069
30379, 2627
30379, 2706
30379, 3391
30381,1958
30381, 955
30381, 13
30408,187
30408, 2944
30414,2675
30414, 2984
30420,2602
30420, 2689
30420, 316
30424,2566
30426,631
30460,3300
30478,3055
30480,2113
30480, 2159
30480, 2318
30497,2115
30513,2071
30527,2834
30527, 2160
30527, 3158
82319,2761
30538,2821
30546,1955
30546, 2154
30546, 2159
30546, 366
30559,358
30576,475
30576, 13
30576, 2650
30576, 3314
30605,215
30606,680
30606, 192
30616,2323
30618,880
30653,2172
30663,1954
30663, 2054
30663, 2227
30663, 2159
30663, 2513
30663, 2704
30663, 2351
30663, 3034
30663, 3300
30670,2513
30685,454
30686,2053
30686, 270
30686, 2052
30687,2237
30743,246
30743, 2752
30756,2159
30756, 2554
30756, 2749
30756, 532
30761,631
30772,148
30772, 604
30772, 358
30772, 2513
30778,2382
30778, 2373
30782,2192
30782, 3056
30795,2514
30796,1986
30796, 2847
30803,945
30807,1958
30807, 955
30809,615
30809, 2069
30813,2513
30814,2237
30814, 2919
30815,454
30822,2089
30828,475
30828, 13
30828, 2650
30828, 3314
30829,3172
30842,358
30842, 2513
30863,13
30886,2218
30886, 2959
30899,1956
30899, 2069
30899, 631
30899, 432
30899, 3191
30908,454
30908, 2979
30911,244
30916,192
30919,2161
30919, 2164
30919, 2167
30919, 2987
30922,1994
30922, 2115
30935,1956
30937,3300
30947,2381
30955,2069
30958,2755
30958, 3381
30958, 3532
30960,813
30960, 2326
30960, 2553
30960, 3300
30960, 3441
30998,2747
30998, 721
31009,2069
31009, 432
31014,2624
31020,2071
31033,1956
31035,3381
31052,1954
31052, 2054
31052, 2227
31052, 2513
31052, 2704
31055,358
31063,2002
31065,2064
31065, 316
31078,358
31078, 2718
31085,948
31085, 2959
31092,2869
31094,563
31094, 3423
31097,2652
31097, 3540
31101,172
31101, 471
31113,69
31113, 563
31113, 956
31121,2115
31121, 717
31122,405
31122, 2513
31125,2089
31125, 2177
31125, 2550
31125, 2585
31125, 2121
31125, 3076
31125, 3594
31139,2379
31139, 2457
31149,2339
31158,442
31158, 1955
31158, 2113
31158, 2159
31158, 2297
31158, 2469
31158, 344
31158, 366
31158, 2749
31158, 3107
31158, 3434
31158, 3640
31176,2827
31177,2164
31177, 2167
31179,1956
31190,2115
31190, 2691
31226,655
31226, 2069
31226, 3148
31226, 3628
31250,2177
31250, 2121
31256,275
31264,2206
31286,2249
31295,13
31295, 2002
31295, 2237
31317,3193
31343,215
31343, 961
31343, 380
31343, 2339
31343, 316
31356,192
31375,275
31387,956
31387, 2289
31414,2513
31414, 2718
31416,471
31416, 2689
31416, 2986
31416, 3334
31426,365
31436,1956
31438,961
31438, 2339
31438, 215
31438, 316
31438, 3581
31439,880
31440,2017
31440, 432
31440, 2069
31440, 2366
31440, 2417
31440, 2297
31440, 2376
31440, 2447
31440, 404
31440, 3008
31455,6
31455, 1955
31455, 3561
31455, 2030
31455, 2113
31455, 2159
31455, 442
31455, 2531
31455, 366
31455, 2749
31455, 316
31455, 2297
31455, 3300
31458,2164
31458, 2167
31458, 3000
31459,2237
31459, 3294
31483,244
31483, 2351
31483, 3427
31488,2219
31488, 2071
31490,2605
31490, 392
31496,2514
16130,211
16130, 386
16130, 87
31506,509
31506, 2691
31520,3214
31522,2174
31535,2699
31538,2514
31538, 3172
31541,2174
31555,3214
31558,1994
31558, 2054
31558, 2513
31558, 2704
31558, 3272
31572,1954
31572, 2227
31572, 2513
31572, 2237
31596,2513
31602,2071
31614,2165
31617,3300
31620,358
31627,358
31627, 3363
31650,945
31651,3084
31653,358
31653, 215
31653, 170
31653, 3316
31656,3540
31663,384
31663, 1966
31663, 2062
31663, 2543
31663, 2689
31663, 3192
31663, 3300
31663, 3423
31677,2115
